,INCIDENT_DATE,AIRPORT_ID,AIRPORT,ATYPE,TYPE_ENG,SPECIES,DAMAGE,NUM_ENGS,TIME_OF_DAY,ENROUTE,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED
165,2018-02-09,KSAN,SAN DIEGO INTL,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,1,Medium,Y
166,2018-02-09,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,
167,2018-02-08,KLAX,LOS ANGELES INTL,UNKNOWN,,American coot,,,,,,,,0.0,,,,,1,Medium,Y
168,2018-02-07,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Doves,None,2.0,Day,,,10.0,140.0,0.0,Climb,No Cloud,None,11 to 100,2 to 10,Small,Y
169,2018-02-07,KOAK,METRO OAKLAND INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
170,2018-02-06,KLAX,LOS ANGELES INTL,A-321,Turbofan,Western meadowlark,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,
171,2018-02-06,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird,None,2.0,Night,,,50.0,,0.0,Approach,No Cloud,None,,1,,Y
172,2018-02-06,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Gulls,None,2.0,Dusk,,,800.0,133.0,0.2,Approach,No Cloud,None,11 to 100,1,Medium,Y
173,2018-02-04,KWVI,WATSONVILLE MUNICIPAL ARPT,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
174,2018-02-04,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Northern pintail,Uncertain,2.0,Night,,,800.0,210.0,,Climb,No Cloud,None,2 to 10,2 to 10,Small,Y
175,2018-02-03,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Killdeer,Uncertain,2.0,Day,,,,,,,,,,1,Small,
176,2018-02-03,KSFO,SAN FRANCISCO INTL ARPT,A-321,Turbofan,Owls,None,2.0,Day,,,15.0,190.0,0.0,Climb,No Cloud,None,1,1,Medium,N
177,2018-02-01,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Barn owl,None,3.0,Dawn,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,Y
178,2018-01-31,KLAX,LOS ANGELES INTL,B-737-800,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,No Cloud,None,1,1,Small,N
179,2018-01-31,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Northern pintail,None,2.0,Day,,,700.0,,,Approach,Overcast,None,2 to 10,1,Medium,Y
180,2018-01-31,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Red fox,,3.0,Night,,,0.0,100.0,0.0,Take-off run,No Cloud,None,1,1,Large,Y
181,2018-01-31,KSFO,SAN FRANCISCO INTL ARPT,B-737-800,Turbofan,Eastern cottontail,,2.0,Dawn,,,0.0,120.0,0.0,Take-off run,No Cloud,None,1,1,Small,N
182,2018-01-31,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Perching birds (y),,2.0,Night,,,400.0,,,Approach,No Cloud,None,,2 to 10,Small,Y
183,2018-01-31,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Unknown bird - medium,None,2.0,Night,,,250.0,140.0,0.2,Approach,No Cloud,,1,,Medium,Y
184,2018-01-31,KPAO,PALO ALTO ARPT OF SANTA CLARA COUNTY,CIRRUS SR 20/22,Reciprocating,Gulls,Minor,1.0,Day,,,100.0,80.0,0.0,Climb,No Cloud,None,,1,Large,Y
185,2018-01-29,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,House finch,,,,,,,,0.0,,,,,1,Small,
186,2018-01-29,KLAX,LOS ANGELES INTL,UNKNOWN,,California gull,,,,,,,,0.0,,,,,1,Medium,Y
187,2018-01-28,KSMF,SACRAMENTO INTL,A-321,Turbofan,Unknown bird,Uncertain,2.0,,,,0.0,,0.0,Take-off run,,,,1,,
188,2018-01-28,KONT,ONTARIO INTL ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,Night,,,100.0,150.0,,Approach,No Cloud,None,1,1,Small,N
189,2018-01-28,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Common murre,,,,,,,,0.0,,,,1,1,Medium,
190,2018-01-28,KSMF,SACRAMENTO INTL,A-321,Turbofan,Northern pintail,Uncertain,2.0,Night,,,3000.0,250.0,,Climb,No Cloud,None,,,Medium,Y
191,2018-01-27,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
192,2018-01-27,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Northern pintail,None,2.0,Night,,,300.0,148.0,,Approach,No Cloud,None,,1,Medium,Y
193,2018-01-26,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
194,2018-01-26,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Least sandpiper,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,,2 to 10,Small,Y
195,2018-01-26,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,,Large,
196,2018-01-25,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,1600.0,130.0,5.0,Approach,Some Cloud,None,2 to 10,,Small,N
197,2018-01-24,KSFO,SAN FRANCISCO INTL ARPT,A-319,Turbofan,Western sandpiper,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,Some Cloud,None,,2 to 10,Small,N
198,2018-01-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
199,2018-01-23,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,American coot,,,,,,,,0.0,,,,,1,Medium,Y
200,2018-01-23,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-800,Turbofan,Gulls,Uncertain,2.0,Day,,,0.0,,0.0,Take-off run,,,,,Medium,
201,2018-01-23,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Unknown bird - large,Uncertain,2.0,,,,1000.0,150.0,,Climb,No Cloud,None,1,1,Large,N
202,2018-01-23,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,800.0,145.0,4.0,Approach,No Cloud,None,2 to 10,1,Small,N
203,2018-01-23,KLAX,LOS ANGELES INTL,B-777-300,Turbofan,Unknown bird - medium,Uncertain,2.0,Day,,,600.0,,,Approach,,,1,1,Medium,
204,2018-01-23,KLAX,LOS ANGELES INTL,B-777-300,Turbofan,Barn owl,None,2.0,Night,,,10.0,140.0,0.0,Approach,No Cloud,None,1,1,Medium,
205,2018-01-23,KLAX,LOS ANGELES INTL,B-777-200,Turbofan,Gulls,Uncertain,2.0,Dawn,,,,,1.0,Approach,No Cloud,None,1,1,Medium,Y
206,2018-01-22,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,White-tailed kite,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,Some Cloud,None,1,1,Medium,N
207,2018-01-22,KSAC,SACRAMENTO EXECUTIVE ARPT,PA-60 600,Reciprocating,Rock pigeon,Minor,2.0,Day,,,0.0,75.0,0.0,Landing Roll,Overcast,None,,11 to 100,Medium,N
208,2018-01-21,KVNY,VAN NUYS ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Medium,N
209,2018-01-21,KLAX,LOS ANGELES INTL,UNKNOWN,,Common loon,,,,,,,,0.0,,,,,1,Large,
210,2018-01-20,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Medium,
211,2018-01-17,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,EMB-170,Turbofan,Gulls,,2.0,Day,,,,,,Approach,Overcast,,,1,Medium,Y
212,2018-01-16,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-330,Turbofan,Unknown bird,None,2.0,Day,,,500.0,,,Approach,Some Cloud,None,1,1,,Y
213,2018-01-16,KSFO,SAN FRANCISCO INTL ARPT,A-321,Turbofan,Unknown bird - medium,None,2.0,Night,,,50.0,,0.0,Approach,Overcast,None,,1,Medium,N
214,2018-01-16,KSQL,SAN CARLOS ARPT,C-172,Reciprocating,Gulls,None,1.0,Dusk,,,100.0,65.0,,Approach,Overcast,None,1,1,Medium,N
215,2018-01-15,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Red-tailed hawk,,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,2 to 10,1,Medium,Y
216,2018-01-15,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
217,2018-01-15,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Unknown bird - large,None,2.0,Night,,,1100.0,190.0,,Climb,Overcast,Fog,,1,Large,Y
218,2018-01-14,KSQL,SAN CARLOS ARPT,UNKNOWN,,Herring gull,,,,,,,,0.0,,,,,1,Medium,
219,2018-01-14,KVNY,VAN NUYS ARPT,UNKNOWN,,Cooper's hawk,,,,,,,,0.0,,,,,1,Medium,
220,2018-01-13,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
221,2018-01-12,KOAK,METRO OAKLAND INTL,UNKNOWN,,Mallard,,,,,,,,0.0,,,,,1,Medium,
222,2018-01-12,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,Day,,,,,0.0,,,,,1,Medium,
223,2018-01-12,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Green-winged teal,None,2.0,Night,,,100.0,150.0,1.0,Approach,No Cloud,None,,1,Small,Y
224,2018-01-11,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
225,2018-01-11,KSCK,STOCKTON METRO,UNKNOWN,,Rabbits,,,,,,,,0.0,,,,,1,Medium,
226,2018-01-11,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Turkey vulture,Uncertain,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Large,N
227,2018-01-11,KVCV,SOUTHERN CALIFORNIA LOGISTICS,BE-300 KING,Turboprop,Horned lark,None,2.0,,,,75.0,,,Climb,No Cloud,None,11 to 100,2 to 10,Small,
228,2018-01-10,KSLI,LOS ALAMITOS ARMY AIRFIELD,BE-65 QUEEN,Reciprocating,Red-tailed hawk,None,2.0,Day,,,50.0,,0.0,Approach,Some Cloud,None,,1,Large,
229,2018-01-10,KLAX,LOS ANGELES INTL,B-767-300,Turbofan,Unknown bird - small,None,2.0,Night,,,3900.0,190.0,,Approach,No Cloud,None,1,1,Small,Y
230,2018-01-09,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Ring-billed gull,,,,,,,,0.0,,,,,1,Medium,N
231,2018-01-09,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,,,,100.0,137.0,,Approach,No Cloud,None,1,1,Small,N
232,2018-01-09,KOAK,METRO OAKLAND INTL,UNKNOWN,,Unknown bird - small,,,,,,,,0.0,,,,,,Small,
233,2018-01-09,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
234,2018-01-08,KSMF,SACRAMENTO INTL,CRJ700,Turbofan,Killdeer,None,2.0,Day,,,50.0,140.0,0.0,Approach,Overcast,Rain,,1,Small,Y
235,2018-01-08,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Hawks,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Overcast,None,2 to 10,1,Medium,Y
236,2018-01-08,KOAK,METRO OAKLAND INTL,UNKNOWN,,Western sandpiper,,,,,,,,0.0,,,,,1,Small,
237,2018-01-08,KOAK,METRO OAKLAND INTL,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,
238,2018-01-07,KSFO,SAN FRANCISCO INTL ARPT,EMB-170,Turbofan,Least sandpiper,None,2.0,Day,,,10.0,155.0,0.0,Approach,No Cloud,None,11 to 100,2 to 10,Small,N
239,2018-01-07,KFAT,FRESNO YOSEMITE INTL,CIRRUS SR 20/22,Reciprocating,Mourning dove,None,1.0,Day,,,0.0,,0.0,Taxi,Some Cloud,,1,,Small,
240,2018-01-06,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Unknown bird - small,None,3.0,Night,,,1000.0,155.0,3.0,Approach,No Cloud,None,1,1,Medium,N
241,2018-01-06,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Green-winged teal,None,2.0,Night,,,1000.0,151.0,3.0,Approach,Some Cloud,Rain,2 to 10,1,Small,N
242,2018-01-06,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,BE-300 KING,Turboprop,Coyote,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Large,
243,2018-01-05,KSAC,SACRAMENTO EXECUTIVE ARPT,DIAMOND 40,Turboprop,Unknown bird - small,None,1.0,,,,500.0,70.0,1.0,Approach,Some Cloud,None,2 to 10,1,Small,N
244,2018-01-04,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
245,2018-01-04,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,Day,,,200.0,128.0,0.2,Approach,No Cloud,None,2 to 10,1,Small,N
246,2018-01-04,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-900,Turbofan,Striped skunk,,2.0,Night,,,0.0,,0.0,Landing Roll,Some Cloud,None,1,1,Medium,Y
247,2018-01-03,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,California gull,,,,,,,,0.0,,,,,1,Medium,
248,2018-01-03,KSQL,SAN CARLOS ARPT,PILATUS PC12,Turboprop,Black-bellied plover,None,1.0,Night,,,,,0.0,Approach,Overcast,Rain,,1,Small,N
249,2018-01-01,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,Semipalmated plover,,,Night,,,,,0.0,,,,,1,Small,
250,2017-12-30,KSAN,SAN DIEGO INTL,MD-90-30,Turbofan,Unknown bird - medium,None,2.0,Night,,,700.0,143.0,2.0,Approach,Overcast,Fog,1,1,Medium,Y
251,2017-12-30,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
252,2017-12-30,KSCK,STOCKTON METRO,UNKNOWN,,Unknown bird - small,,,,,,,,0.0,,,,,1,Small,
253,2017-12-30,KSMF,SACRAMENTO INTL,CRJ900,Turbofan,Canvasback,Uncertain,2.0,,,,,,,Climb,,,,1,Medium,
254,2017-12-29,KLAX,LOS ANGELES INTL,A-321,Turbofan,Horned lark,None,2.0,Day,,,,,,Approach,No Cloud,None,,1,Small,Y
255,2017-12-28,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
256,2017-12-28,KSBA,SANTA BARBARA MUNICIPAL,CRJ900,Turbofan,California gull,None,2.0,,,,100.0,,,Approach,No Cloud,None,1,1,Medium,N
257,2017-12-27,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
258,2017-12-27,KOAK,METRO OAKLAND INTL,B-737-800,Turbofan,Unknown bird - medium,Uncertain,2.0,,,,2200.0,210.0,3.0,Climb,Overcast,None,2 to 10,2 to 10,Medium,N
259,2017-12-25,KLAX,LOS ANGELES INTL,B-737-800,Turbofan,Western meadowlark,,2.0,Day,,,,,,Approach,,None,1,1,Small,
260,2017-12-24,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Night,,,1700.0,170.0,6.0,Approach,Overcast,None,2 to 10,1,Medium,Y
261,2017-12-24,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,,,,2000.0,210.0,,Climb,Some Cloud,None,,1,Small,N
262,2017-12-23,KSAN,SAN DIEGO INTL,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,1,Medium,N
263,2017-12-23,KOAK,METRO OAKLAND INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
264,2017-12-23,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,American kestrel,,2.0,Night,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Medium,Y
265,2017-12-23,KOAK,METRO OAKLAND INTL,B-737-800,Turbofan,Red-tailed hawk,,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,None,1,1,Large,Y
266,2017-12-22,KSMF,SACRAMENTO INTL,MD-11,Turbofan,Unknown bird - large,None,3.0,Dawn,,,1000.0,151.0,1.0,Approach,No Cloud,None,2 to 10,1,Large,N
267,2017-12-21,KBUR,BOB HOPE ARPT,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Medium,
268,2017-12-21,KSAC,SACRAMENTO EXECUTIVE ARPT,C-182 SKYLAN,,Greater white-fronted goose,Uncertain,,Night,,,2000.0,100.0,7.0,Approach,No Cloud,None,,1,Large,Y
269,2017-12-20,KONT,ONTARIO INTL ARPT,B-727,Turbofan,Unknown bird,,3.0,Dawn,,,0.0,,0.0,Take-off run,No Cloud,None,,1,,N
270,2017-12-18,KONT,ONTARIO INTL ARPT,UNKNOWN,,Squirrels,,,,,,,,0.0,,,,,1,Medium,
271,2017-12-17,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Large,
272,2017-12-16,KLAX,LOS ANGELES INTL,B-737-800,Turbofan,Western gull,Uncertain,2.0,Night,,,1500.0,,,Approach,No Cloud,None,1,1,Medium,
273,2017-12-16,KFAT,FRESNO YOSEMITE INTL,B-737-800,Turbofan,Rock pigeon,None,2.0,,,,200.0,,,Approach,No Cloud,None,2 to 10,2 to 10,Small,
274,2017-12-16,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
275,2017-12-16,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CRJ700,Turbofan,Unknown bird,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,1,,Y
276,2017-12-16,KCMA,CAMARILLO,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Large,
277,2017-12-16,KLAX,LOS ANGELES INTL,B-737-800,Turbofan,Gulls,Uncertain,2.0,Night,,,1500.0,,,Approach,No Cloud,None,1,1,Medium,
278,2017-12-16,KFAT,FRESNO YOSEMITE INTL,B-737-800,Turbofan,Rock pigeon,Minor,2.0,Day,,,300.0,145.0,1.0,Approach,No Cloud,None,2 to 10,1,Medium,N
279,2017-12-15,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Night,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Medium,
280,2017-12-15,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,1,Small,
281,2017-12-15,KSCK,STOCKTON METRO,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Medium,
282,2017-12-14,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
283,2017-12-14,KSMF,SACRAMENTO INTL,MD-11,Turbofan,Unknown bird - medium,None,3.0,Night,,,900.0,140.0,3.0,Approach,No Cloud,None,2 to 10,1,Medium,N
284,2017-12-14,KOAK,METRO OAKLAND INTL,UNKNOWN,,Ring-billed gull,,,,,,,,0.0,,,,,1,Large,
285,2017-12-14,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
286,2017-12-13,KSAN,SAN DIEGO INTL,UNKNOWN,,Finches,,,,,,,,0.0,,,,,1,Small,
287,2017-12-13,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,American coot,None,2.0,Night,,,,,,Approach,No Cloud,None,,1,Medium,
288,2017-12-13,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,DC-10-10,Turbofan,Unknown bird - medium,None,3.0,,,,3000.0,200.0,7.0,Climb,No Cloud,None,1,2 to 10,Medium,N
289,2017-12-12,KRHV,REID-HILLVIEW ARPT OF SANTA CLARA CNTY,C-172,Reciprocating,Unknown bird - medium,None,1.0,Day,,,500.0,75.0,,Climb,No Cloud,None,,1,Medium,
290,2017-12-12,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
291,2017-12-11,KLAX,LOS ANGELES INTL,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,N
292,2017-12-11,KSEE,GILLESPIE FIELD ARPT,C-172,Reciprocating,Doves,None,1.0,,,,50.0,,0.0,Approach,,,,2 to 10,Small,
293,2017-12-10,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,
294,2017-12-10,KOAK,METRO OAKLAND INTL,B-767-300,Turbofan,Northern pintail,Uncertain,2.0,Night,,,800.0,152.0,2.5,Approach,No Cloud,None,,2 to 10,Medium,Y
295,2017-12-09,KONT,ONTARIO INTL ARPT,MD-11,Turbofan,Unknown bird - small,None,3.0,,,,1000.0,165.0,1.0,Climb,No Cloud,None,2 to 10,2 to 10,Small,N
296,2017-12-08,KBIH,BISHOP ARPT,UNKNOWN,,Sparrows,Uncertain,,Day,,,5.0,105.0,0.0,Climb,No Cloud,None,11 to 100,2 to 10,Small,N
297,2017-12-08,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,C-560,Turbofan,Killdeer,None,2.0,,,,0.0,,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,Y
298,2017-12-07,KSQL,SAN CARLOS ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
299,2017-12-07,KSBP,SAN LUIS COUNTY REGIONAL ARPT,UNKNOWN,,Kites,,,,,,,,0.0,,,,,1,Medium,
300,2017-12-07,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,300.0,125.0,,Approach,No Cloud,None,,1,Small,Y
301,2017-12-07,KSMF,SACRAMENTO INTL,A-320,Turbofan,Northern shoveler,Uncertain,2.0,Night,,,,,,Approach,No Cloud,None,2 to 10,2 to 10,Large,Y
302,2017-12-06,KLAX,LOS ANGELES INTL,A-300,Turbofan,Unknown bird - small,None,2.0,Night,,,400.0,122.0,1.0,Approach,No Cloud,None,1,1,Small,Y
303,2017-12-06,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Landing Roll,Overcast,None,1,1,Medium,Y
304,2017-12-05,KLAX,LOS ANGELES INTL,UNKNOWN,,American coot,,,,,,,,0.0,,,,,1,Medium,
305,2017-12-05,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Hawks,,,,,,,,0.0,,,,,1,Large,
306,2017-12-05,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - large,None,2.0,Dawn,,,100.0,136.0,,Approach,No Cloud,None,1,1,Large,N
307,2017-12-05,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Blackbirds,None,2.0,Day,,,0.0,,0.0,Take-off run,,,2 to 10,1,Small,
308,2017-12-05,KSMF,SACRAMENTO INTL,B-737-900,Turbofan,American pipit,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,Y
309,2017-12-05,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Unknown bird - medium,None,3.0,Night,,,400.0,135.0,,Approach,No Cloud,None,2 to 10,2 to 10,Medium,N
310,2017-12-04,KMRY,MONTEREY PENINSULA,C-210 CENTUR,Reciprocating,Unknown bird,Uncertain,1.0,Night,,,800.0,110.0,,Approach,No Cloud,None,,1,,
311,2017-12-04,KSMF,SACRAMENTO INTL,A-320,Turbofan,Snow goose,Uncertain,2.0,Night,,,1000.0,180.0,,Climb,No Cloud,None,11 to 100,11 to 100,Large,Y
312,2017-12-04,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,130.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
313,2017-12-04,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Gulls,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,N
314,2017-12-04,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Western meadowlark,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,
315,2017-12-04,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
316,2017-12-04,KBUR,BOB HOPE ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,,,,100.0,152.0,,Climb,No Cloud,None,2 to 10,1,Small,
317,2017-12-03,KSFO,SAN FRANCISCO INTL ARPT,B-777-300,Turbofan,Northern pintail,None,2.0,Night,,,1200.0,,,Approach,No Cloud,None,2 to 10,2 to 10,Medium,N
318,2017-12-03,KSMF,SACRAMENTO INTL,B-737-900,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,,0.0,Approach,No Cloud,None,,1,Small,Y
319,2017-12-03,KSFO,SAN FRANCISCO INTL ARPT,B-777-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,1200.0,,5.0,Approach,No Cloud,None,2 to 10,2 to 10,Medium,N
320,2017-12-02,KOAK,METRO OAKLAND INTL,UNKNOWN,,Unknown bird - small,,,,,,,,0.0,,,,,1,Small,
321,2017-12-01,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,UNKNOWN,,Say's phoebe,,,,,,,,0.0,,,,,1,Small,
322,2017-11-29,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,900.0,190.0,,Climb,No Cloud,None,,1,Small,Y
323,2017-11-29,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Medium,Y
324,2017-11-29,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Gulls,None,2.0,Day,,,350.0,133.0,,Approach,No Cloud,None,2 to 10,1,Medium,Y
325,2017-11-29,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Northern pintail,Substantial,2.0,Night,,,600.0,150.0,1.0,Climb,No Cloud,None,11 to 100,2 to 10,Large,Y
326,2017-11-28,KFAT,FRESNO YOSEMITE INTL,EMB-170,Turbofan,Horned lark,None,2.0,,,,0.0,,0.0,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small,N
327,2017-11-28,KLAX,LOS ANGELES INTL,B-737-800,Turbofan,Western meadowlark,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Small,
