,INCIDENT_DATE,AIRPORT_ID,AIRPORT,ATYPE,TYPE_ENG,SPECIES,DAMAGE,NUM_ENGS,TIME_OF_DAY,ENROUTE,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED
11517,2002-09-08,KSAN,SAN DIEGO INTL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,2 to 10,Small,
11518,2002-09-07,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-757-200,Turbofan,Rock pigeon,Minor,2.0,Day,,,0.0,140.0,0.0,Take-off run,No Cloud,None,2 to 10,2 to 10,Small,
11519,2002-09-07,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-757-200,Turbofan,Rock pigeon,Substantial,2.0,,,,0.0,,0.0,Take-off run,No Cloud,None,2 to 10,2 to 10,Small,
11520,2002-09-07,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,N
11521,2002-09-06,KNUC,SAN CLEMENTE ISLAND NALF,SA227 AC METRO III,Turboprop,Unknown bird - medium,None,2.0,,,,20.0,110.0,,Approach,,,,1,Medium,
11522,2002-09-05,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Rock pigeon,,,,,,0.0,,0.0,Take-off run,Overcast,Rain,,2 to 10,Small,
11523,2002-09-05,KONT,ONTARIO INTL ARPT,B-737,Turbofan,European starling,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,,2 to 10,Small,N
11524,2002-09-04,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11525,2002-09-03,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,1,1,Medium,
11526,2002-09-03,KLAX,LOS ANGELES INTL,UNKNOWN,,Western sandpiper,,,,,,,,0.0,,,,,1,Small,
11527,2002-09-03,KLAX,LOS ANGELES INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11528,2002-09-03,KLAX,LOS ANGELES INTL,UNKNOWN,,Sparrows,,,,,,,,0.0,,,,,1,Small,
11529,2002-09-02,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,150.0,130.0,,Approach,No Cloud,None,1,1,Small,Y
11530,2002-09-01,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,6500.0,210.0,,Descent,No Cloud,None,,1,Medium,N
11531,2002-09-01,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11532,2002-08-30,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
11533,2002-08-29,KVNY,VAN NUYS ARPT,GULFAERO III,Turbofan,Rock pigeon,None,2.0,Day,,,20.0,110.0,,Approach,No Cloud,None,11 to 100,1,Small,
11534,2002-08-28,KLAX,LOS ANGELES INTL,SAAB-340,Turboprop,American kestrel,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,1,Small,
11535,2002-08-27,KVNY,VAN NUYS ARPT,EXPERIMENTAL,,Rock pigeon,None,,Day,,,20.0,45.0,,Approach,No Cloud,None,11 to 100,2 to 10,Small,Y
11536,2002-08-27,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-319,Turbofan,Unknown bird - small,None,2.0,Night,,,250.0,130.0,,Approach,No Cloud,None,1,1,Small,
11537,2002-08-26,KSAN,SAN DIEGO INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11538,2002-08-26,KSFO,SAN FRANCISCO INTL ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11539,2002-08-26,KSAN,SAN DIEGO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Dawn,,,0.0,140.0,0.0,Take-off run,Overcast,None,1,1,Small,N
11540,2002-08-25,KVNY,VAN NUYS ARPT,GULFAERO III,Turbofan,Rock pigeon,Substantial,2.0,Day,,,0.0,85.0,0.0,Take-off run,No Cloud,None,11 to 100,2 to 10,Small,N
11541,2002-08-25,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11542,2002-08-25,KLAX,LOS ANGELES INTL,B-767-200,Turbofan,Unknown bird - small,None,2.0,Night,,,3000.0,170.0,,Approach,No Cloud,None,,1,Small,N
11543,2002-08-25,KLAX,LOS ANGELES INTL,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Landing Roll,,,,1,Medium,
11544,2002-08-22,KLGB,LONG BEACH-DAUGH FLD,B-757-200,Turbofan,Unknown bird - medium,None,2.0,Day,,,450.0,140.0,,Approach,Some Cloud,None,2 to 10,1,Medium,N
11545,2002-08-22,KSFO,SAN FRANCISCO INTL ARPT,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11546,2002-08-19,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11547,2002-08-19,KSFO,SAN FRANCISCO INTL ARPT,B-767-300,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Landing Roll,,,,1,Medium,
11548,2002-08-19,KSAN,SAN DIEGO INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11549,2002-08-18,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,Dawn,,,0.0,125.0,0.0,Take-off run,Overcast,None,2 to 10,1,Medium,
11550,2002-08-18,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Unknown bird - small,None,2.0,Day,,,20.0,,,Approach,No Cloud,None,2 to 10,2 to 10,Small,Y
11551,2002-08-18,KSMO,SANTA MONICA MUNICIPAL,CITATION II,Turbofan,Unknown bird - medium,Minor,2.0,Day,,,75.0,110.0,,Approach,Overcast,None,2 to 10,1,Medium,N
11552,2002-08-17,KVNY,VAN NUYS ARPT,LEARJET-55,Turbofan,Rock pigeon,None,2.0,Day,,,10.0,130.0,,Approach,No Cloud,None,2 to 10,2 to 10,Small,N
11553,2002-08-16,KLAX,LOS ANGELES INTL,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11554,2002-08-14,KONT,ONTARIO INTL ARPT,UNKNOWN,,Rabbits,,,,,,,,0.0,,,,,1,Medium,
11555,2002-08-12,KSAN,SAN DIEGO INTL,A-320,Turbofan,Gulls,None,2.0,Day,,,250.0,170.0,,Climb,Overcast,None,,1,Medium,N
11556,2002-08-11,KLGB,LONG BEACH-DAUGH FLD,MD-80,Turbofan,Blackbirds,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,N
11557,2002-08-07,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Rock pigeon,Substantial,2.0,Day,,,10.0,140.0,,Climb,No Cloud,None,11 to 100,11 to 100,Small,Y
11558,2002-08-06,KLAX,LOS ANGELES INTL,UNKNOWN,,Pied-billed grebe,,,,,,,,0.0,,,,,1,Medium,
11559,2002-08-04,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,EXPERIMENTAL,,Fox sparrow,None,,Day,,,0.0,30.0,0.0,Landing Roll,No Cloud,None,1,1,Small,
11560,2002-08-03,KSFO,SAN FRANCISCO INTL ARPT,B-767,Turbofan,Unknown bird - medium,None,2.0,Night,,,5000.0,170.0,,Approach,No Cloud,None,1,1,Medium,N
11561,2002-08-03,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11562,2002-08-03,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11563,2002-08-01,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11564,2002-08-01,KPOC,BRACKETT FIELD ARPT,LEARJET-36,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,60.0,0.0,Landing Roll,Some Cloud,None,1,1,Small,Y
11565,2002-07-31,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Hawks,,,,,,,,0.0,,,,,1,Medium,
11566,2002-07-30,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11567,2002-07-30,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11568,2002-07-30,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
11569,2002-07-29,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,200.0,150.0,,Climb,No Cloud,None,2 to 10,2 to 10,Small,
11570,2002-07-29,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Sandhill crane,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Large,Y
11571,2002-07-29,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Great egret,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Medium,
11572,2002-07-27,KSFO,SAN FRANCISCO INTL ARPT,B-767-300,Turbofan,Unknown bird - small,None,2.0,Night,,,50.0,146.0,,Approach,No Cloud,None,2 to 10,1,Small,N
11573,2002-07-26,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Unknown bird - large,Substantial,2.0,Day,,,,,,Climb,,,11 to 100,2 to 10,Large,
11574,2002-07-25,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Unknown bird - small,,2.0,Night,,,0.0,120.0,0.0,Landing Roll,Overcast,None,,1,Small,Y
11575,2002-07-25,KAPC,NAPA COUNTY ARPT,BA-125-800,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,100.0,0.0,Take-off run,Overcast,None,2 to 10,2 to 10,Medium,
11576,2002-07-25,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,N
11577,2002-07-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,200.0,,,Climb,No Cloud,None,2 to 10,2 to 10,Medium,
11578,2002-07-23,KOAK,METRO OAKLAND INTL,B-737,Turbofan,Gadwall,,2.0,Dawn,,,0.0,,0.0,Take-off run,Overcast,None,2 to 10,2 to 10,Medium,Y
11579,2002-07-23,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11580,2002-07-23,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,160.0,,Climb,No Cloud,None,2 to 10,2 to 10,Small,
11581,2002-07-22,KSQL,SAN CARLOS ARPT,MOONEY-20B/C,Reciprocating,Rock pigeon,None,1.0,Day,,,5.0,80.0,,Climb,Some Cloud,None,2 to 10,2 to 10,Small,N
11582,2002-07-21,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,,,,0.0,,0.0,Take-off run,,,,2 to 10,Small,
11583,2002-07-21,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11584,2002-07-21,KLAX,LOS ANGELES INTL,B-757-200,Turbofan,American kestrel,,2.0,Day,,,100.0,,,Climb,Some Cloud,None,1,1,Small,Y
11585,2002-07-21,KSMF,SACRAMENTO INTL,B-737,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,2 to 10,Medium,
11586,2002-07-20,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,MD-82,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,N
11587,2002-07-19,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
11588,2002-07-18,KSBP,SAN LUIS COUNTY REGIONAL ARPT,SAAB-340,Turboprop,Unknown bird - large,None,2.0,Day,,,10.0,125.0,,Climb,Overcast,None,1,1,Large,N
11589,2002-07-18,KLAX,LOS ANGELES INTL,B-737-800,Turbofan,Red fox,None,2.0,Night,,,0.0,,0.0,Landing Roll,Overcast,None,,1,Large,
11590,2002-07-17,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11591,2002-07-17,KSAN,SAN DIEGO INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11592,2002-07-16,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11593,2002-07-16,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11594,2002-07-15,KPOC,BRACKETT FIELD ARPT,PA-34 SENECA,Reciprocating,Rock pigeon,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,11 to 100,2 to 10,Small,
11595,2002-07-14,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Landing Roll,,,,2 to 10,Medium,
11596,2002-07-13,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11597,2002-07-13,KSBA,SANTA BARBARA MUNICIPAL,C-210 CENTUR,Reciprocating,Unknown bird - small,None,1.0,Day,,,10.0,60.0,,Approach,Some Cloud,None,,1,Small,Y
11598,2002-07-12,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,European starling,,2.0,Day,,,0.0,,0.0,Take-off run,Overcast,None,,1,Small,Y
11599,2002-07-11,KSMF,SACRAMENTO INTL,CRJ100/200,Turbofan,Black-billed magpie,None,2.0,Dusk,,,0.0,,0.0,Take-off run,Some Cloud,None,,2 to 10,Small,
11600,2002-07-11,KOAK,METRO OAKLAND INTL,A-300,Turbofan,Unknown bird - large,None,2.0,Day,,,0.0,136.0,0.0,Take-off run,,,1,1,Large,
11601,2002-07-11,KSMF,SACRAMENTO INTL,A-320,Turbofan,Cliff swallow,None,2.0,Day,,,,,,Approach,Some Cloud,None,,1,Small,
11602,2002-07-10,KSFO,SAN FRANCISCO INTL ARPT,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11603,2002-07-09,KONT,ONTARIO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
11604,2002-07-09,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,Medium,
11605,2002-07-08,KSBA,SANTA BARBARA MUNICIPAL,C-560,Turbofan,Unknown bird - medium,Substantial,2.0,Day,,,500.0,119.0,,Approach,Some Cloud,None,1,1,Medium,Y
11606,2002-07-07,KSAN,SAN DIEGO INTL,B-737-500,Turbofan,Unknown bird - small,None,2.0,Day,,,1000.0,140.0,,Approach,Some Cloud,None,,1,Small,N
11607,2002-07-06,KPOC,BRACKETT FIELD ARPT,PA-28,Reciprocating,Pigeons,None,1.0,Day,,,150.0,70.0,,Approach,Some Cloud,None,2 to 10,2 to 10,Small,Y
11608,2002-07-04,KSAN,SAN DIEGO INTL,UNKNOWN,,"Sandpipers, curlews, phalaropes, allies",,,,,,,,0.0,,,,,1,Small,
11609,2002-07-04,KONT,ONTARIO INTL ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11610,2002-07-03,KOAK,METRO OAKLAND INTL,DC-10-10,Turbofan,Gulls,None,3.0,Day,,,0.0,,0.0,Take-off run,,,1,1,Medium,Y
11611,2002-07-03,KSMF,SACRAMENTO INTL,MD-83,Turbofan,Unknown bird - small,None,2.0,Dawn,,,50.0,150.0,,Climb,No Cloud,None,2 to 10,1,Small,
11612,2002-07-02,KSMF,SACRAMENTO INTL,B-727,Turbofan,Tree swallow,None,3.0,Dusk,,,0.0,,0.0,Take-off run,,,2 to 10,2 to 10,Small,
11613,2002-07-02,KSMF,SACRAMENTO INTL,MD-83,Turbofan,Tree swallow,None,2.0,Day,,,0.0,90.0,0.0,Take-off run,No Cloud,None,2 to 10,2 to 10,Small,N
11614,2002-06-30,KSMF,SACRAMENTO INTL,MD-83,Turbofan,Sparrows,None,2.0,Day,,,100.0,150.0,,Climb,No Cloud,None,2 to 10,1,Small,Y
11615,2002-06-29,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-300,Turbofan,Unknown bird - medium,Substantial,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11616,2002-06-28,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11617,2002-06-28,KSMF,SACRAMENTO INTL,B-757-200,Turbofan,Unknown bird - small,None,2.0,,,,0.0,,0.0,Landing Roll,,,,2 to 10,Small,
11618,2002-06-28,KVNY,VAN NUYS ARPT,IAI-1124,Turbofan,Cliff swallow,None,2.0,Day,,,6.0,,,Approach,No Cloud,None,1,1,Small,N
11619,2002-06-28,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-300,Turbofan,Mourning dove,Substantial,2.0,Day,,,10.0,145.0,,Climb,No Cloud,None,2 to 10,2 to 10,Small,N
11620,2002-06-28,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,,,,,,,,1,Medium,
11621,2002-06-27,KMHR,SACRAMENTO MATHER ARPT,B-767-200,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,120.0,0.0,Take-off run,No Cloud,None,1,1,Medium,N
11622,2002-06-26,KSMF,SACRAMENTO INTL,A-319,Turbofan,Unknown bird - small,None,2.0,Night,,,200.0,125.0,,Approach,No Cloud,None,1,2 to 10,Small,Y
11623,2002-06-26,KSAN,SAN DIEGO INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11624,2002-06-24,KLAX,LOS ANGELES INTL,B-737-300,Turbofan,American crow,None,2.0,Dusk,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Medium,
11625,2002-06-23,KLAX,LOS ANGELES INTL,MD-80,Turbofan,American kestrel,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,Y
11626,2002-06-23,KOAK,METRO OAKLAND INTL,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,155.0,0.0,Take-off run,,,,1,Medium,
11627,2002-06-23,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,130.0,0.0,Landing Roll,No Cloud,None,11 to 100,1,Small,Y
11628,2002-06-23,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11629,2002-06-21,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11630,2002-06-21,KONT,ONTARIO INTL ARPT,B-737,Turbofan,European starling,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,
11631,2002-06-19,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Swallows,,,,,,,,0.0,,,,,2 to 10,Small,
11632,2002-06-19,KSFO,SAN FRANCISCO INTL ARPT,B-737-500,Turbofan,Rock pigeon,None,2.0,Day,,,0.0,140.0,0.0,Take-off run,No Cloud,None,2 to 10,2 to 10,Small,N
11633,2002-06-19,KSFO,SAN FRANCISCO INTL ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11634,2002-06-19,KOAK,METRO OAKLAND INTL,DC-10-10,Turbofan,Unknown bird - medium,None,3.0,Day,,,12000.0,300.0,,Climb,,,,1,Medium,
11635,2002-06-19,KVNY,VAN NUYS ARPT,LEARJET-35,Turbofan,Mourning dove,None,2.0,Day,,,0.0,80.0,0.0,Take-off run,Overcast,None,1,1,Small,N
11636,2002-06-19,KSMF,SACRAMENTO INTL,KC-135E,,Unknown bird - small,None,,Day,,,200.0,150.0,,Approach,No Clouds,None,1,1,Small,
11637,2002-06-18,KSMF,SACRAMENTO INTL,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,
11638,2002-06-18,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
11639,2002-06-14,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,MD-90-30,Turbofan,Unknown bird - medium,None,2.0,Day,,,50.0,150.0,,Approach,Some Cloud,None,,1,Medium,
11640,2002-06-14,KSBA,SANTA BARBARA MUNICIPAL,EMB-120,Turboprop,Swallows,,2.0,Day,,,0.0,95.0,0.0,Take-off run,No Cloud,None,,1,Small,N
11641,2002-06-13,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,No Cloud,None,,1,Small,N
11642,2002-06-11,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-400,Turbofan,Unknown bird - medium,,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,Medium,
11643,2002-06-11,KSMF,SACRAMENTO INTL,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,1,Small,
11644,2002-06-10,KCMA,CAMARILLO,C-150,Reciprocating,Unknown bird - medium,None,1.0,Day,,,0.0,,0.0,Take-off run,,,,1,Medium,
11645,2002-06-10,KLGB,LONG BEACH-DAUGH FLD,MD-80,Turbofan,Swallows,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,N
11646,2002-06-10,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,135.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,Y
11647,2002-06-09,KVNY,VAN NUYS ARPT,DA-50 FALCON,Turbofan,Unknown bird - medium,Uncertain,3.0,Day,,,0.0,125.0,0.0,Take-off run,Some Cloud,None,2 to 10,1,Medium,N
11648,2002-06-09,KSMF,SACRAMENTO INTL,B-737,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Taxi,,None,2 to 10,1,Small,
11649,2002-06-09,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Sparrows,None,2.0,Day,,,50.0,,,Approach,Some Cloud,None,,2 to 10,Small,N
11650,2002-06-09,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-300,Turbofan,Hawks,Substantial,2.0,Day,,,10.0,130.0,,Climb,No Cloud,None,1,1,Medium,Y
11651,2002-06-08,KSMF,SACRAMENTO INTL,DC-10,Turbofan,Unknown bird - medium,None,3.0,Day,,,0.0,,0.0,Landing Roll,,,,2 to 10,Medium,
11652,2002-06-08,KSMF,SACRAMENTO INTL,MD-82,Turbofan,Unknown bird - small,None,2.0,Day,,,,150.0,,Approach,No Cloud,None,,1,Small,Y
11653,2002-06-08,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-757-200,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,0.0,0.0,Parked,,,,1,Medium,
11654,2002-06-08,KSMF,SACRAMENTO INTL,MD-82,Turbofan,Unknown bird - medium,None,2.0,Day,,,,,,Approach,,,,1,Medium,
11655,2002-06-08,KVNY,VAN NUYS ARPT,C-120/140,Reciprocating,American kestrel,None,1.0,Day,,,5.0,60.0,,Climb,No Cloud,None,1,1,Small,N
11656,2002-06-07,KSMF,SACRAMENTO INTL,UNKNOWN,,American coot,,,,,,,,0.0,,,,,1,Medium,
11657,2002-06-07,KLAX,LOS ANGELES INTL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
11658,2002-06-03,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,,,Approach,Some Cloud,None,,1,Small,N
11659,2002-06-03,KHWD,HAYWARD EXECUTIVE ARPT,C-172,Reciprocating,Blackbirds,None,1.0,Day,,,10.0,45.0,,Approach,Overcast,None,2 to 10,1,Small,N
11660,2002-06-02,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,European starling,None,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,None,,1,Small,Y
11661,2002-06-02,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - small,,2.0,Day,,,25.0,125.0,,Approach,No Cloud,None,1,1,Small,
11662,2002-05-31,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,Gulls,Uncertain,2.0,Day,,,200.0,160.0,,Climb,Some Cloud,None,2 to 10,1,Medium,N
11663,2002-05-31,KVNY,VAN NUYS ARPT,C-182 SKYLAN,Reciprocating,Sparrows,None,1.0,Day,,,100.0,80.0,,Approach,No Cloud,None,2 to 10,1,Small,N
11664,2002-05-27,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Tree swallow,None,2.0,Day,,,0.0,,0.0,Landing Roll,,None,1,1,Small,N
11665,2002-05-27,KSAN,SAN DIEGO INTL,B-737-300,Turbofan,Sparrows,None,2.0,Day,,,100.0,132.0,,Approach,No Cloud,None,1,2 to 10,Small,N
11666,2002-05-26,KBUR,BOB HOPE ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,7200.0,240.0,,Descent,No Cloud,None,,1,Medium,N
11667,2002-05-25,KOAK,METRO OAKLAND INTL,A-320,Turbofan,Unknown bird - medium,None,2.0,Night,,,8000.0,250.0,,Descent,,,,1,Medium,
11668,2002-05-23,KOAK,METRO OAKLAND INTL,UNKNOWN,,Mallard,,,,,,,,0.0,,,,,1,Medium,
11669,2002-05-23,KSBA,SANTA BARBARA MUNICIPAL,SAAB-340,Turboprop,Unknown bird - small,None,2.0,Day,,,10.0,100.0,,Approach,No Cloud,None,1,1,Small,
11670,2002-05-21,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,N
11671,2002-05-20,KSFO,SAN FRANCISCO INTL ARPT,B-777-200,Turbofan,Unknown bird - medium,None,2.0,Night,,,800.0,,,Approach,,,,1,Medium,
11672,2002-05-20,KSBA,SANTA BARBARA MUNICIPAL,EMB-120,Turboprop,European starling,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,2 to 10,Small,N
11673,2002-05-19,KPSP,PALM SPRINGS INTL,MD-82,Turbofan,Unknown bird - small,None,2.0,Day,,,,,,,No Cloud,None,,1,Small,N
11674,2002-05-16,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11675,2002-05-16,KONT,ONTARIO INTL ARPT,B-737,Turbofan,Unknown bird - small,Minor,2.0,Night,,,14000.0,320.0,,Descent,No Cloud,None,,1,Small,N
11676,2002-05-16,KLAX,LOS ANGELES INTL,FOKKER F100,Turbofan,Unknown bird - small,None,2.0,,,,,,,Approach,,,,1,Small,
